COD_CLIENTE,COD_LOCAL,CUSTO_INLAND_POR_TON
CLIENTE184,TwinPillars,"0,6030742972"
CLIENTE61,Lathen,"0,6030809947"
CLIENTE96,Hollowmar,"0,6031476867"
CLIENTE162,Perseon,"0,6033793957"
CLIENTE162,Nosgoth,"0,6034177876"
CLIENTE619,Obsidian,"0,6034438464"
CLIENTE123,Morrowind,"0,6034484114"
CLIENTE175,Lochbar,"0,6036544601"
CLIENTE579,Haldryn,"0,6036811659"
CLIENTE18,Yenfall,"0,6037951926"
CLIENTE702,Thalassar,"0,6039530003"
CLIENTE461,Uinhold,"0,603959083"
CLIENTE322,Brakmar,"0,6039639311"
CLIENTE89,Manifold,"0,6040836101"
CLIENTE67,Calcara,"0,6041117321"
CLIENTE124,Yenfall,"0,6041528211"
CLIENTE662,Limoria,"0,6041984951"
CLIENTE252,Manifold,"0,6042813445"
CLIENTE5,Ironfall,"0,6042907888"
CLIENTE175,Khengar,"0,6043731805"
CLIENTE524,Dornfall,"0,6044766665"
CLIENTE130,Tutira,"0,6046160126"
CLIENTE546,Haldryn,"0,6048115123"
CLIENTE597,Tuxara,"0,6048903058"
CLIENTE535,Tutira,"0,6050338131"
CLIENTE394,Obsidian,"0,6051580127"
CLIENTE696,Sableport,"0,6051863784"
CLIENTE473,Solhara,"0,6052029457"
CLIENTE313,Stonegate,"0,6053059503"
CLIENTE510,Valyria,"0,6053279252"
CLIENTE282,Hyrule,"0,6053516414"
CLIENTE671,Yjigar,"0,6053931664"
CLIENTE451,Windscar,"0,6056501937"
CLIENTE521,Klunheim,"0,6057662719"
CLIENTE377,Namek,"0,6059615385"
CLIENTE439,Kharon,"0,6061097211"
CLIENTE314,Tartarus,"0,6061500012"
CLIENTE30,Galdrin,"0,6062561"
CLIENTE206,Melvara,"0,6062579427"
CLIENTE411,Koktahl,"0,6063241751"
CLIENTE80,Jakura,"0,6063478493"
CLIENTE410,Alabasta,"0,606364739"
CLIENTE175,Lyngard,"0,6064211822"
CLIENTE579,Promethea,"0,6064431227"
CLIENTE648,Askr,"0,6065503984"
CLIENTE262,Shadowpeak,"0,606576694"
CLIENTE425,Pandora,"0,6065782977"
CLIENTE652,Dirtmouth,"0,6066936978"
CLIENTE139,Swindale,"0,6067685825"
CLIENTE19,Osaria,"0,6067796187"
CLIENTE515,Viscara,"0,6067876846"
CLIENTE404,Ulthar,"0,6067972655"
CLIENTE230,Nosgoth,"0,6068099657"
CLIENTE71,Obsidian,"0,6068244521"
CLIENTE361,Mondstadt,"0,6068421637"
CLIENTE662,Riorin,"0,6070552328"
CLIENTE378,Calcara,"0,607073652"
CLIENTE54,Elysor,"0,6074174246"
CLIENTE183,Resembool,"0,607429196"
CLIENTE297,Pangara,"0,6074630998"
CLIENTE233,Laputa,"0,607487227"
CLIENTE538,Melvara,"0,6075310778"
CLIENTE600,Skyreach,"0,6075439758"
CLIENTE592,Valisthea,"0,6075529667"
CLIENTE488,Calcara,"0,6076123518"
CLIENTE48,Obsidian,"0,6079049472"
CLIENTE177,Termina,"0,6079505444"
CLIENTE48,Ngorim,"0,6081144933"
CLIENTE234,Sableport,"0,6081227794"
CLIENTE210,Yeygard,"0,6081825045"
CLIENTE560,Pangara,"0,6083408652"
CLIENTE200,Koktahl,"0,608387641"
CLIENTE329,Grimvale,"0,6083957558"
CLIENTE332,Jindara,"0,6084393501"
CLIENTE689,Nighthaven,"0,6085479126"
CLIENTE419,Jakura,"0,6085745354"
CLIENTE660,Sidora,"0,6085853074"
CLIENTE63,Yatora,"0,6086163771"
CLIENTE499,Nyagara,"0,6086772931"
CLIENTE188,Valyria,"0,6087257615"
CLIENTE152,Tarbean,"0,6088861304"
CLIENTE62,Melvara,"0,6088917606"
CLIENTE426,Hazoria,"0,6089360363"
CLIENTE61,Ashkora,"0,6089597729"
CLIENTE157,Khengar,"0,6089666869"
CLIENTE497,Ichoris,"0,6089893496"
CLIENTE504,Piscara,"0,6091152931"
CLIENTE495,Lothlorien,"0,6092853556"
CLIENTE513,Elzion,"0,6093106071"
CLIENTE5,Kandor,"0,6093172542"
CLIENTE396,Spira,"0,6093991001"
CLIENTE429,Thalassar,"0,6094410884"
CLIENTE246,Ivalice,"0,6097494062"
CLIENTE509,Kobaris,"0,6098907038"
CLIENTE58,Bethlehem,"0,6099358847"
CLIENTE644,Solhara,"0,6100511316"
CLIENTE252,Prontera,"0,6101934273"
CLIENTE409,Targalon,"0,6102554595"
CLIENTE344,Xinthar,"0,610316269"
CLIENTE500,Jakura,"0,6103535226"
CLIENTE84,Iskeld,"0,6104901681"
CLIENTE520,Johto,"0,6106774427"
CLIENTE37,Surakai,"0,6108344996"
CLIENTE38,Skyreach,"0,6108511555"
CLIENTE222,Raumor,"0,6109595896"
CLIENTE489,Johto,"0,6110128068"
CLIENTE644,Obsidian,"0,6110471495"
CLIENTE229,Solstheim,"0,6110744414"
CLIENTE17,Brakmar,"0,6111241144"
CLIENTE223,Promethea,"0,6111567209"
CLIENTE133,Rocabar,"0,6112317788"
CLIENTE529,Uinhold,"0,6112391987"
CLIENTE423,Zanarkand,"0,6113180069"
CLIENTE508,Helheim,"0,6113290179"
CLIENTE530,Hollowmar,"0,6113537086"
CLIENTE393,Uinhold,"0,611368724"
CLIENTE44,Liones,"0,6114671859"
CLIENTE442,Savois,"0,6114704545"
CLIENTE323,Piscara,"0,6115420374"
CLIENTE206,Swindale,"0,6116259709"
CLIENTE194,Ironfall,"0,6116270689"
CLIENTE390,Salvaris,"0,6117072506"
CLIENTE364,Grimvale,"0,6117384823"
CLIENTE100,Brightfall,"0,6117409057"
CLIENTE539,Hollowmar,"0,6117978298"
CLIENTE6,Konoha,"0,6120516878"
CLIENTE467,Amoneth,"0,6121547632"
CLIENTE71,Cairhien,"0,6121629939"
CLIENTE272,Dragmere,"0,6122207839"
CLIENTE542,Muskara,"0,6122637529"
CLIENTE428,Kakariko,"0,6123584513"
CLIENTE415,Stevanor,"0,6123613007"
CLIENTE392,Skyreach,"0,6124068743"
CLIENTE632,Yatora,"0,6124397121"
CLIENTE525,Duskwall,"0,6126228646"
CLIENTE257,Ashkora,"0,6126663429"
CLIENTE692,Ossandor,"0,612691493"
CLIENTE147,Ranskar,"0,6127291329"
CLIENTE352,Nosgoth,"0,6127386237"
CLIENTE337,Rocabar,"0,6127475948"
CLIENTE299,Alabasta,"0,6127602629"
CLIENTE597,Namek,"0,6128128649"
CLIENTE419,Glenhaven,"0,6129216201"
CLIENTE625,Greywatch,"0,6129279656"
CLIENTE618,Helheim,"0,6129432585"
CLIENTE22,Deeptrench,"0,6130150201"
CLIENTE363,Calcara,"0,6130157216"
CLIENTE143,Raumor,"0,6130314536"
CLIENTE164,Brightfall,"0,6130393166"
CLIENTE133,Kakariko,"0,6133397977"
CLIENTE251,Valyria,"0,6134474892"
CLIENTE530,Raumor,"0,6134854544"
CLIENTE427,Ossandor,"0,6134893089"
CLIENTE276,Shadowpeak,"0,6135154878"
CLIENTE216,Azkaban,"0,6135616815"
CLIENTE601,Namek,"0,6135648602"
CLIENTE493,Stonegate,"0,6136883169"
CLIENTE272,Konoha,"0,6137426018"
CLIENTE395,Vancross,"0,6138352874"
CLIENTE576,Bethlehem,"0,6139937196"
CLIENTE445,Iyomar,"0,6140285389"
CLIENTE634,Sableport,"0,6140722177"
CLIENTE54,Bethlehem,"0,614077284"
CLIENTE329,Nyagara,"0,6140850526"
CLIENTE140,Huern,"0,6141301759"
CLIENTE343,Pausen,"0,6141893468"
CLIENTE621,Rivenspire,"0,6141896863"
CLIENTE278,Stevanor,"0,6142309822"
CLIENTE578,Manifold,"0,614293545"
CLIENTE120,Alabasta,"0,6143912947"
CLIENTE310,Termina,"0,614495241"
CLIENTE269,Limoria,"0,6145273322"
CLIENTE62,Manshade,"0,6146320982"
CLIENTE238,Northfall,"0,6147339853"
CLIENTE495,Koktahl,"0,6147695178"
CLIENTE282,Perseon,"0,614809632"
CLIENTE659,Ichoris,"0,6148273298"
CLIENTE674,Askr,"0,6148354435"
CLIENTE151,Koktahl,"0,6149991202"
CLIENTE454,Rocabar,"0,615038994"
CLIENTE145,Philgaia,"0,6150930858"
CLIENTE522,Dirtmouth,"0,6152962775"
CLIENTE175,Resembool,"0,6153326406"
CLIENTE608,Muskara,"0,6153670875"
CLIENTE171,Paldea,"0,6153740315"
CLIENTE673,Viscara,"0,6154556456"
CLIENTE307,Prontera,"0,6154712813"
CLIENTE88,Philgaia,"0,6155003062"
CLIENTE158,Imre,"0,615504496"
CLIENTE397,Tempestia,"0,6156532991"
CLIENTE585,Kandor,"0,6157627799"
CLIENTE651,Posthaven,"0,6157714406"
CLIENTE407,Askr,"0,6159606207"
CLIENTE526,Glenhaven,"0,6159947748"
CLIENTE140,Yjigar,"0,6160030687"
CLIENTE367,Kobaris,"0,6161015211"
CLIENTE177,Namek,"0,6161651444"
CLIENTE533,Pillarreach,"0,6161827916"
CLIENTE483,Mountglass,"0,6162044203"
CLIENTE494,Konoha,"0,6162519556"
CLIENTE236,Askr,"0,6163012414"
CLIENTE313,Rivenspire,"0,6163425105"
CLIENTE589,Jindara,"0,6163513037"
CLIENTE451,Khengar,"0,6164172826"
CLIENTE274,Pangara,"0,6165005392"
CLIENTE443,Valyria,"0,6166602005"
CLIENTE563,Liones,"0,6167188978"
CLIENTE66,Ulthar,"0,6167324775"
CLIENTE489,Iskeld,"0,6167839672"
CLIENTE442,Windscar,"0,6168225057"
CLIENTE636,Yjigar,"0,6171070556"
CLIENTE616,Pausen,"0,6171169137"
CLIENTE404,Cairhien,"0,6171573522"
CLIENTE320,Lothlorien,"0,6171616725"
CLIENTE294,Valisthea,"0,6171701792"
CLIENTE162,Raumor,"0,6172188546"
CLIENTE99,Tempestia,"0,6172234954"
CLIENTE114,Pillarreach,"0,6172316166"
CLIENTE552,Brightfall,"0,617338431"
CLIENTE100,Nenaris,"0,6173781831"
CLIENTE269,Lyngard,"0,6173939009"
CLIENTE459,Jindara,"0,61743845"
CLIENTE50,Glenhaven,"0,6176230691"
CLIENTE302,Tarbean,"0,6177093998"
CLIENTE644,Limoria,"0,6177926464"
CLIENTE640,Iskeld,"0,6179797797"
CLIENTE633,Azural,"0,6179935077"
CLIENTE74,Nibelheim,"0,6180121902"
CLIENTE427,Aeusserst,"0,618075511"
CLIENTE422,Sectorium,"0,618102499"
CLIENTE362,Uinhold,"0,618269539"
CLIENTE664,Manshade,"0,618302322"
CLIENTE375,Iskeld,"0,6183792479"
CLIENTE18,Tempestia,"0,6183817385"
CLIENTE4,Altissia,"0,6185136826"
CLIENTE36,Ivalice,"0,6185482668"
CLIENTE209,Dirtmouth,"0,6186194114"
CLIENTE310,Haldryn,"0,6186805306"
CLIENTE68,Koktahl,"0,6187582948"
CLIENTE682,Askr,"0,6187651204"
CLIENTE57,Winhill,"0,618915735"
CLIENTE650,Cartheia,"0,6190087575"
CLIENTE37,Sethera,"0,6190824256"
CLIENTE47,Drinmoor,"0,6193131539"
CLIENTE676,Fernwall,"0,6193293007"
CLIENTE651,Lyngard,"0,619363196"
CLIENTE10,Salvaris,"0,6193780602"
CLIENTE458,Laputa,"0,6194108631"
CLIENTE531,Yokara,"0,6194150678"
CLIENTE587,Rlyeh,"0,6194170623"
CLIENTE641,Kragspire,"0,6194470067"
CLIENTE26,Tutira,"0,6194481126"
CLIENTE443,TwinPillars,"0,6194547402"
CLIENTE596,Termina,"0,6194610826"
CLIENTE467,Dirtmouth,"0,619520016"
CLIENTE506,Humeria,"0,6195332262"
CLIENTE91,Stonegate,"0,6196213643"
CLIENTE217,Khengar,"0,6197417688"
CLIENTE22,Surakai,"0,6197876382"
CLIENTE130,Yatora,"0,6197960035"
CLIENTE110,Cartheia,"0,6198484357"
CLIENTE487,Nighthaven,"0,6199396317"
CLIENTE297,Seireitei,"0,6199823271"
CLIENTE287,Ossandor,"0,6200597051"
CLIENTE389,Tutira,"0,6201983095"
CLIENTE251,Lyngard,"0,6202758305"
CLIENTE95,Melvara,"0,6203730881"
CLIENTE161,Skellige,"0,6203874446"
CLIENTE20,Lyngard,"0,6205532537"
CLIENTE76,Winhill,"0,6207497392"
CLIENTE565,Dragmere,"0,6207902655"
CLIENTE103,Zaphura,"0,6210373786"
CLIENTE269,Stormhold,"0,6210591993"
CLIENTE625,Khengar,"0,6211039344"
CLIENTE392,Koktahl,"0,6211859713"
CLIENTE301,Stevanor,"0,6213410077"
CLIENTE426,Zuldazar,"0,6214568479"
CLIENTE367,Lochbar,"0,6215186714"
CLIENTE465,Nenaris,"0,6215976155"
CLIENTE16,Vancross,"0,6216265059"
CLIENTE470,Calcara,"0,6216622561"
CLIENTE574,Manifold,"0,6216795257"
CLIENTE454,Dirtmouth,"0,6216903218"
CLIENTE142,Helheim,"0,6217181562"
CLIENTE655,Ichoris,"0,6217212143"
CLIENTE601,Skellige,"0,621759391"
CLIENTE610,Windscar,"0,6218437171"
CLIENTE14,Imre,"0,6218490276"
CLIENTE470,Pausen,"0,6218804436"
CLIENTE319,Rivenspire,"0,6218958351"
CLIENTE593,Sableport,"0,6219965014"
CLIENTE419,Haldryn,"0,6220373392"
CLIENTE393,Bethlehem,"0,6220527164"
CLIENTE322,Brightfall,"0,6221016846"
CLIENTE82,Yjigar,"0,6221219722"
CLIENTE564,Lyngard,"0,6222903667"
CLIENTE80,Rlyeh,"0,6223190238"
CLIENTE673,Zuldazar,"0,6223351377"
CLIENTE84,Besaid,"0,6223551317"
CLIENTE557,Rivenspire,"0,6224380858"
CLIENTE417,Khengar,"0,6224386806"
CLIENTE86,Resembool,"0,6224463952"
CLIENTE304,Ykoura,"0,6225603895"
CLIENTE656,Grimvale,"0,6225911361"
CLIENTE240,Zaphura,"0,6226266452"
CLIENTE234,Winhill,"0,6227223191"
CLIENTE316,Deepwater,"0,6227302496"
CLIENTE580,Hyrule,"0,6227661714"
CLIENTE362,Kragspire,"0,6228046638"
CLIENTE467,Pangara,"0,6228260524"
CLIENTE559,Azural,"0,6228603098"
CLIENTE591,Ngorim,"0,622910529"
CLIENTE643,Seireitei,"0,6230409441"
CLIENTE518,Zanarkand,"0,6230682372"
CLIENTE292,Pillarreach,"0,6231237896"
CLIENTE464,Sunreach,"0,6231498863"
CLIENTE118,Tutira,"0,6231732493"
CLIENTE336,Stormbar,"0,6232175883"
CLIENTE67,Khengar,"0,6232324668"
CLIENTE427,Valyria,"0,6232708102"
CLIENTE573,Zuldazar,"0,6232794175"
CLIENTE681,Lathen,"0,6233240614"
CLIENTE63,Lyngard,"0,6234281045"
CLIENTE325,Solhara,"0,6235098367"
CLIENTE378,Brakmar,"0,6235767209"
CLIENTE82,Salvaris,"0,6236418802"
CLIENTE320,Yjigar,"0,6236983955"
CLIENTE615,Rlyeh,"0,6237716055"
CLIENTE500,Ossandor,"0,6238391886"
CLIENTE688,Midgar,"0,6238880993"
CLIENTE313,Melvara,"0,6238967153"
CLIENTE704,Chenara,"0,6239417474"
CLIENTE211,Posthaven,"0,6239685124"
CLIENTE49,Solhara,"0,6240071742"
CLIENTE221,Dornfall,"0,624107555"
CLIENTE437,Yjigar,"0,6241233187"
CLIENTE463,Ranskar,"0,6241313139"
CLIENTE143,Calcara,"0,6241419648"
CLIENTE655,Huern,"0,62419475"
CLIENTE438,Deepwater,"0,6241961677"
CLIENTE444,Winhill,"0,6242106158"
CLIENTE113,Windscar,"0,6243300613"
CLIENTE578,Sectorium,"0,6243316726"
CLIENTE270,Sethera,"0,6243990192"
CLIENTE283,Azkaban,"0,6245611086"
CLIENTE198,Nassauia,"0,6245697242"
CLIENTE416,Sectorium,"0,6248121273"
CLIENTE506,Khengar,"0,6248530007"
CLIENTE81,Rocabar,"0,6248814589"
CLIENTE434,Tutira,"0,6249582579"
CLIENTE527,TwinPillars,"0,6249899915"
CLIENTE235,Pillarreach,"0,6250285258"
CLIENTE499,Noctis,"0,6250686643"
CLIENTE338,Dornfall,"0,625251054"
CLIENTE609,Aeusserst,"0,625325867"
CLIENTE216,Savois,"0,6253974828"
CLIENTE359,Solstheim,"0,625401098"
CLIENTE87,Midgar,"0,6254031275"
CLIENTE22,Pangara,"0,6254190478"
CLIENTE372,Surakai,"0,6254342789"
CLIENTE623,Kobaris,"0,6255576551"
CLIENTE5,Hazoria,"0,6255776319"
CLIENTE391,Sectorium,"0,6255847097"
CLIENTE31,Salvaris,"0,6256471695"
CLIENTE44,Manifold,"0,6256482709"
CLIENTE661,Tartarus,"0,6257262459"
CLIENTE10,Elysor,"0,6257704142"
CLIENTE89,Sableport,"0,6258202085"
CLIENTE143,Bethlehem,"0,6258695817"
CLIENTE232,Ichoris,"0,6259603748"
CLIENTE359,Tempestia,"0,6260471416"
CLIENTE191,Tahlenwald,"0,6261480567"
CLIENTE617,Stevanor,"0,6261649832"
CLIENTE128,Seireitei,"0,6262541368"
CLIENTE9,Besaid,"0,626375567"
CLIENTE243,Kharon,"0,6264882413"
CLIENTE76,Casperia,"0,6265021337"
CLIENTE507,Resembool,"0,6265084988"
CLIENTE298,Stevanor,"0,6265303953"
CLIENTE497,Askr,"0,6265609509"
CLIENTE669,Midgar,"0,6266556591"
CLIENTE588,Chenara,"0,6267918518"
CLIENTE55,Besaid,"0,6268927843"
CLIENTE515,Midgar,"0,626904688"
CLIENTE409,Posthaven,"0,6269786076"
CLIENTE375,Tomarath,"0,6271205316"
CLIENTE14,Sidora,"0,627196014"
CLIENTE99,Nassauia,"0,6273846202"
CLIENTE389,Jakura,"0,6273988476"
CLIENTE350,Jindara,"0,6274096916"
CLIENTE488,Namek,"0,627588886"
CLIENTE129,Iskeld,"0,6278038009"
CLIENTE18,Rlyeh,"0,6278565005"
CLIENTE169,Rivenspire,"0,6278578747"
CLIENTE177,Pangara,"0,6279793647"
CLIENTE681,Obsidian,"0,6280275089"
CLIENTE708,Mythra,"0,6280421999"
CLIENTE418,Iyomar,"0,628155126"
CLIENTE282,Solstheim,"0,6281892182"
CLIENTE177,Casperia,"0,6282188953"
CLIENTE612,Deliora,"0,6282876614"
CLIENTE108,Spira,"0,6283107177"
CLIENTE111,Laputa,"0,6283284216"
CLIENTE265,Iyomar,"0,6287156253"
CLIENTE704,Ishgard,"0,6287510223"
CLIENTE286,Alabasta,"0,6288917002"
CLIENTE209,Rlyeh,"0,6290181805"
CLIENTE346,Wuhaven,"0,6290421754"
CLIENTE713,Duskwall,"0,6290873595"
CLIENTE100,Walden,"0,6291317353"
CLIENTE115,Valisthea,"0,6291815686"
CLIENTE257,Deliora,"0,6292877997"
CLIENTE169,Pillarreach,"0,6293167297"
CLIENTE557,Kragspire,"0,6293457281"
CLIENTE173,Manshade,"0,6294511779"
CLIENTE544,Noctis,"0,6294553063"
CLIENTE376,Kharon,"0,629532323"
CLIENTE117,Promethea,"0,6295559254"
CLIENTE207,Kandor,"0,6295899029"
CLIENTE230,Konoha,"0,6296798336"
CLIENTE263,Dragmere,"0,6297456645"
CLIENTE461,Vancross,"0,6297658961"
CLIENTE555,Frosthelm,"0,6298688933"
CLIENTE239,Qineth,"0,6298918398"
CLIENTE485,Seireitei,"0,6299134101"
CLIENTE200,Muskara,"0,629914315"
CLIENTE226,Resembool,"0,6299309012"
CLIENTE163,Galdrin,"0,6299623142"
CLIENTE376,Stormhold,"0,6300388273"
CLIENTE346,Jadehold,"0,6300471073"
CLIENTE394,Rocabar,"0,6301304385"
CLIENTE680,Limoria,"0,6301380931"
CLIENTE309,TwinPillars,"0,6302790518"
CLIENTE631,Nosgoth,"0,6305239788"
CLIENTE561,Mountglass,"0,6305954053"
CLIENTE418,Bethlehem,"0,6305974374"
CLIENTE466,Namek,"0,6306108481"
CLIENTE222,Drinmoor,"0,6306944876"
CLIENTE297,Liones,"0,6308658014"
CLIENTE607,Stormhold,"0,6308659347"
CLIENTE627,Ishgard,"0,6310702331"
CLIENTE574,Sethera,"0,6311919328"
CLIENTE657,Ulthar,"0,6312099909"
CLIENTE194,Haldryn,"0,631345717"
CLIENTE505,Deepwater,"0,6313608879"
CLIENTE513,Stonegate,"0,6314452227"
CLIENTE46,Galdrin,"0,6314698401"
CLIENTE4,Seireitei,"0,63156113"
CLIENTE413,Riorin,"0,6315805815"
CLIENTE234,Fernwall,"0,6316385158"
CLIENTE217,Solhara,"0,6316777799"
CLIENTE286,Lathen,"0,6318302581"
CLIENTE669,Cartheia,"0,6318632433"
CLIENTE244,Promethea,"0,6318722982"
CLIENTE82,Cairhien,"0,6318929222"
CLIENTE543,Kharon,"0,6320148885"
CLIENTE394,Memphos,"0,6321663596"
CLIENTE309,Nosgoth,"0,6322181705"
CLIENTE520,Savois,"0,6322993247"
CLIENTE347,Deeptrench,"0,6323486928"
CLIENTE464,Stevanor,"0,6323502926"
CLIENTE95,Zuldazar,"0,6324575974"
CLIENTE681,Casperia,"0,6325946272"
CLIENTE424,Yjigar,"0,6326107752"
CLIENTE53,Iyomar,"0,632710247"
CLIENTE372,Philgaia,"0,6327639992"
CLIENTE268,Ranskar,"0,6330419476"
CLIENTE362,Riorin,"0,6330593219"
CLIENTE220,Prontera,"0,6331156501"
CLIENTE59,Inoria,"0,6332688722"
CLIENTE86,Sidora,"0,6334006233"
CLIENTE192,Spira,"0,6335265715"
CLIENTE77,Osaria,"0,6335652791"
CLIENTE40,Rocabar,"0,6335876782"
CLIENTE64,Salvaris,"0,6337723726"
CLIENTE428,Huern,"0,6338339899"
CLIENTE697,Piscara,"0,6338989722"
CLIENTE211,Spira,"0,6339746104"
CLIENTE292,Iyomar,"0,6341643262"
CLIENTE204,Osaria,"0,6341749723"
CLIENTE472,Valyria,"0,6342159592"
CLIENTE525,Azkaban,"0,6342990424"
CLIENTE446,Ulthar,"0,6343435268"
CLIENTE352,Tempestia,"0,6344390385"
CLIENTE95,Yjigar,"0,6345741505"
CLIENTE590,Limoria,"0,6345945829"
CLIENTE448,Kobaris,"0,6346079615"
CLIENTE151,Tomarath,"0,6347631263"
CLIENTE231,Nyagara,"0,6349525752"
CLIENTE472,Hyrule,"0,6350146881"
CLIENTE448,Kharon,"0,6350266301"
CLIENTE177,Paldea,"0,6351502495"
CLIENTE697,Tutira,"0,635228316"
CLIENTE117,Casperia,"0,6352463078"
CLIENTE76,Xinthar,"0,6352630723"
CLIENTE211,Pillarreach,"0,6352689053"
CLIENTE272,Mythra,"0,6353330978"
CLIENTE123,Xinthar,"0,6354145946"
CLIENTE479,Skyreach,"0,6355228292"
CLIENTE491,Kobaris,"0,6355722784"
CLIENTE233,Ichoris,"0,6355814805"
CLIENTE100,Skyreach,"0,6356558506"
CLIENTE680,Thalassar,"0,6358635594"
CLIENTE438,Manifold,"0,6359069574"
CLIENTE411,Yeygard,"0,6361793428"
CLIENTE157,Manifold,"0,6362263087"
CLIENTE186,Philgaia,"0,6363923796"
CLIENTE555,Mountglass,"0,6364023001"
CLIENTE525,Rivenspire,"0,6364322894"
CLIENTE362,Nighthaven,"0,6364569321"
CLIENTE93,Liones,"0,6366432479"
CLIENTE423,Manshade,"0,6366626932"
CLIENTE544,Namek,"0,6367036288"
CLIENTE47,Nosgoth,"0,6367052883"
CLIENTE575,Kharon,"0,6367134816"
CLIENTE156,Gerudo,"0,6367333957"
CLIENTE491,Qineth,"0,6367666911"
CLIENTE521,Hazoria,"0,6369001269"
CLIENTE522,Lathen,"0,6369059678"
CLIENTE200,Tomarath,"0,6369228502"
CLIENTE460,Kandor,"0,6369838343"
CLIENTE295,Stonegate,"0,6370194961"
CLIENTE578,Ulthar,"0,6370228219"
CLIENTE287,Pangara,"0,6370521943"
CLIENTE484,Lochbar,"0,6370905649"
CLIENTE418,Jadehold,"0,6371413555"
CLIENTE203,Humeria,"0,6372766295"
CLIENTE102,Ranskar,"0,6373627222"
CLIENTE11,Nibelheim,"0,6374007064"
CLIENTE21,Piscara,"0,6374964839"
CLIENTE224,Kandor,"0,6375275164"
CLIENTE677,Stormhold,"0,6375732312"
CLIENTE64,Zuldazar,"0,6376228374"
CLIENTE648,Piscara,"0,6376747659"
CLIENTE75,Helheim,"0,6378221177"
CLIENTE44,Windscar,"0,6378413744"
CLIENTE707,Skellige,"0,6378456183"
CLIENTE260,Liones,"0,6378480516"
CLIENTE31,TwinPillars,"0,6378623387"
CLIENTE401,Nosgoth,"0,6379004181"
CLIENTE58,Deeptrench,"0,6379745156"
CLIENTE416,Valisthea,"0,638088327"
CLIENTE462,Termina,"0,6381193109"
CLIENTE266,Highspire,"0,6381702615"
CLIENTE344,Iyomar,"0,6383152316"
CLIENTE378,Philgaia,"0,6383244066"
CLIENTE312,Valyria,"0,6384648632"
CLIENTE644,Lathen,"0,638482954"
CLIENTE36,Imre,"0,6385084822"
CLIENTE557,Nibelheim,"0,6385770737"
CLIENTE668,Shadowpeak,"0,6386249363"
CLIENTE22,Inoria,"0,6387355496"
CLIENTE585,Limoria,"0,6387583247"
CLIENTE707,Nassauia,"0,6389645992"
CLIENTE43,Stevanor,"0,6389777308"
CLIENTE48,Shadowpeak,"0,6390422459"
CLIENTE407,Mountglass,"0,6390478579"
CLIENTE244,Thalassar,"0,6393277946"
CLIENTE630,Ironfall,"0,6393671206"
CLIENTE560,Fernwall,"0,6393793367"
CLIENTE347,Ossandor,"0,6397245835"
CLIENTE539,Philgaia,"0,6397367399"
CLIENTE441,Hyrule,"0,6397632048"
CLIENTE77,Altissia,"0,6399414114"
CLIENTE125,Inoria,"0,6401214684"
CLIENTE551,Imre,"0,6401847341"
CLIENTE476,Helheim,"0,6401945377"
CLIENTE643,Qineth,"0,6402331377"
CLIENTE351,Sethera,"0,6404569857"
CLIENTE572,Thalassar,"0,6405908622"
CLIENTE310,TwinPillars,"0,6406048334"
CLIENTE287,Dragmere,"0,640605268"
CLIENTE537,Osaria,"0,6406134723"
CLIENTE346,Gerudo,"0,6406217338"
CLIENTE25,Azkaban,"0,640666193"
CLIENTE280,Hollowmar,"0,6407221499"
CLIENTE103,Yatora,"0,640826898"
CLIENTE648,Nyagara,"0,6408843115"
CLIENTE75,Koktahl,"0,6408997287"
CLIENTE387,Stormhold,"0,6410146176"
CLIENTE151,Surakai,"0,641070861"
CLIENTE691,Ykoura,"0,6412334702"
CLIENTE375,Askr,"0,6413044254"
CLIENTE322,Savois,"0,6413331583"
CLIENTE587,Morrowind,"0,6413568399"
CLIENTE312,Pillarreach,"0,6413681688"
CLIENTE575,Duskwall,"0,6413727901"
CLIENTE143,Tempestia,"0,641376595"
CLIENTE654,Kandor,"0,6414419965"
CLIENTE413,Skellige,"0,6416397549"
CLIENTE355,Ulthar,"0,6418519876"
CLIENTE109,Zanarkand,"0,6418921067"
CLIENTE481,Elysor,"0,6419283378"
CLIENTE208,Lochbar,"0,6419449791"
CLIENTE533,Namek,"0,642225489"
CLIENTE169,Glenhaven,"0,6422924474"
CLIENTE183,Muskara,"0,6425144674"
CLIENTE5,Imre,"0,6425552218"
CLIENTE239,Wuhaven,"0,642681124"
CLIENTE609,Paldea,"0,6427035374"
CLIENTE514,Koktahl,"0,6427517362"
CLIENTE535,Frosthelm,"0,6427603612"
CLIENTE390,Yenfall,"0,6429253095"
CLIENTE431,Thalassar,"0,6429284621"
CLIENTE640,Tuxara,"0,6430597082"
CLIENTE463,Ivalice,"0,6432420364"
CLIENTE635,Noctis,"0,6432475112"
CLIENTE473,Seireitei,"0,6435820087"
CLIENTE391,Obsidian,"0,6437146907"
CLIENTE379,Pillarreach,"0,6437721003"
CLIENTE354,Noctis,"0,6438502692"
CLIENTE89,Ulthar,"0,6439358049"
CLIENTE110,Grimvale,"0,6439441875"
CLIENTE243,Deepwater,"0,6439453605"
CLIENTE116,Manifold,"0,6439660468"
CLIENTE57,Ashkora,"0,6440669315"
CLIENTE139,Zanarkand,"0,6442450906"
CLIENTE573,Stonegate,"0,6443082018"
